folder,well,is_peak_1_scan,is_peak_2_scan,is_peak_3_scan,is_peak_4_scan
OY_IL10_AI_250210_44gr_MB1_Run01,A01,1850.0,,,
OY_IL10_AI_250210_44gr_MB1_Run01,A01,,2044.0,,
OY_IL10_AI_250210_44gr_MB1_Run01,A01,,,2611.0,
OY_IL10_AI_250210_44gr_MB1_Run01,A01,,,,2989.0
OY_IL10_AI_250210_44gr_MB1_Run01,A02,1851.0,,,
OY_IL10_AI_250210_44gr_MB1_Run01,A02,,2039.0,,
OY_IL10_AI_250210_44gr_MB1_Run01,A02,,,2615.0,
OY_IL10_AI_250210_44gr_MB1_Run01,A02,,,,2985.0
OY_IL10_AI_250210_44gr_MB1_Run01,A03,1849.0,,,
OY_IL10_AI_250210_44gr_MB1_Run01,A03,,2038.0,,
OY_IL10_AI_250210_44gr_MB1_Run01,A03,,,2618.0,
OY_IL10_AI_250210_44gr_MB1_Run01,A03,,,,2984.0
OY_IL10_AI_250210_44gr_MB1_Run01,A04,1848.0,,,
OY_IL10_AI_250210_44gr_MB1_Run01,A04,,2040.0,,
OY_IL10_AI_250210_44gr_MB1_Run01,A04,,,2615.0,
OY_IL10_AI_250210_44gr_MB1_Run01,A04,,,,2992.0
OY_IL10_AI_250210_44gr_MB1_Run01,A05,1845.0,,,
OY_IL10_AI_250210_44gr_MB1_Run01,A05,,2034.0,,
OY_IL10_AI_250210_44gr_MB1_Run01,A05,,,2609.0,
OY_IL10_AI_250210_44gr_MB1_Run01,A05,,,,2981.0
OY_IL10_AI_250210_44gr_MB1_Run01,A06,1846.0,,,
OY_IL10_AI_250210_44gr_MB1_Run01,A06,,2036.0,,
OY_IL10_AI_250210_44gr_MB1_Run01,A06,,,2618.0,
OY_IL10_AI_250210_44gr_MB1_Run01,A06,,,,2984.0
OY_IL10_AI_250210_44gr_MB1_Run01,A07,1849.0,,,
OY_IL10_AI_250210_44gr_MB1_Run01,A07,,2040.0,,
OY_IL10_AI_250210_44gr_MB1_Run01,A07,,,2615.0,
OY_IL10_AI_250210_44gr_MB1_Run01,A07,,,,2987.0
OY_IL10_AI_250210_44gr_MB1_Run01,A08,1848.0,,,
OY_IL10_AI_250210_44gr_MB1_Run01,A08,,2038.0,,
OY_IL10_AI_250210_44gr_MB1_Run01,A08,,,2616.0,
OY_IL10_AI_250210_44gr_MB1_Run01,A08,,,,2991.0
OY_IL10_AI_250210_44gr_MB1_Run01,A09,1848.0,,,
OY_IL10_AI_250210_44gr_MB1_Run01,A09,,2040.0,,
OY_IL10_AI_250210_44gr_MB1_Run01,A09,,,2618.0,
OY_IL10_AI_250210_44gr_MB1_Run01,A09,,,,2984.0
OY_IL10_AI_250210_44gr_MB1_Run01,A10,1847.0,,,
