Well,N_Peaks,MF,Status,Scans,Norm_Areas
F05,2,0.4744,het-like (2 peaks),2423;2445,16.69;15.07
F06,2,0.4958,het-like (2 peaks),2459;2482,19.66;19.33
F07,2,0.4337,het-like (2 peaks),2309;2323,11.61;15.16
F08,1,0.0000,homozygous (1 peak),2422,23.80
F09,2,0.4112,het-like (2 peaks),2489;2510,12.44;8.69
F10,2,0.4980,het-like (2 peaks),2503;2525,11.58;11.67
F11,1,0.0000,homozygous (1 peak),2273,13.03
F12,3,0.5235,low MF (3 peaks),2253;2462;2586,5.20;10.72;6.12
G01,2,0.4893,het-like (2 peaks),2162;2253,1.13;0.97
G02,3,0.6416,low MF (3 peaks),2245;2441;2519,4.17;4.74;4.85
G03,1,0.0000,homozygous (1 peak),2571,25.26
G04,3,0.6184,low MF (3 peaks),2481;2600;2892,11.04;11.43;11.34
G05,2,0.4186,het-like (2 peaks),2423;2453,18.69;13.46
G06,3,0.6451,low MF (3 peaks),2428;2605;2685,4.56;5.04;5.28
G07,0,0.0000,no peaks,,
G08,1,0.0000,homozygous (1 peak),2326,8.34
G09,3,0.5934,low MF (3 peaks),2491;2693;2759,5.33;2.66;3.64
G10,3,0.5601,low MF (3 peaks),2525;2717;2785,9.22;3.22;5.61
G11,1,0.0000,homozygous (1 peak),2265,13.96
G12,3,0.6215,low MF (3 peaks),2250;2465;2589,4.62;6.83;5.86
H01,0,0.0000,no peaks,,
H02,1,0.0000,homozygous (1 peak),2220,11.83
H03,3,0.6580,low MF (3 peaks),2538;2758;2833,5.24;3.65;4.44
H04,2,0.3998,het-like (2 peaks),2430;2451,14.49;9.65
H05,3,0.6461,low MF (3 peaks),2360;2576;2669,5.09;4.30;4.10
H06,0,0.0000,no peaks,,
H07,0,0.0000,no peaks,,
H08,0,0.0000,no peaks,,
H09,3,0.4939,low MF (3 peaks),2508;2695;2757,5.19;1.67;2.77
H10,3,0.5800,low MF (3 peaks),2542;2728;2791,5.82;2.63;3.77
H11,1,0.0000,homozygous (1 peak),2355,11.88
H12,2,0.3997,het-like (2 peaks),2232;2252,12.86;8.56
